video_id,labels,top1,top1_rate,top2,top2_rate,top3,top3_rate,top4,top4_rate,top5,top5_rate
PRU9zAtcQDs,['Howl'],Siren,0.27418032,Alarm,0.26625836,Animal,0.26117268,Howl,0.24758896,"Domestic animals, pets",0.17622326
kQQrsmLvoCE,"['Canidae, dogs, wolves', 'Music', 'Domestic animals, pets', 'Howl', 'Yip', 'Dog', 'Animal', 'Inside, small room']",Music,0.57834756,"Domestic animals, pets",0.13784413,Animal,0.13782254,Dog,0.13562985,Howl,0.08719674
MUJmWnjGEBk,"['Canidae, dogs, wolves', 'Domestic animals, pets', 'Howl', 'Speech', 'Dog', 'Animal', 'Inside, small room']",Speech,0.5429565,Animal,0.27938113,"Domestic animals, pets",0.23638959,Dog,0.19395182,Howl,0.13314356
wILfzGo6uV0,"['Howl', 'Animal']",Music,0.16648737,Animal,0.09667759,Mallet percussion,0.075303316,Glockenspiel,0.06929847,Alarm,0.06884617
Ik2nR__c03E,['Howl'],"Domestic animals, pets",0.87516135,Dog,0.8693676,Animal,0.8545033,Howl,0.506989,"Canidae, dogs, wolves",0.35288328
NF1lwZ24RYI,"['Canidae, dogs, wolves', 'Bark', 'Domestic animals, pets', 'Howl', 'Bow-wow', 'Dog', 'Growling', 'Animal']","Domestic animals, pets",0.90244406,Dog,0.8946444,Animal,0.8881528,Howl,0.51237845,"Canidae, dogs, wolves",0.37390882
CAbXVOWLYps,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal', 'Whimper (dog)']",Animal,0.48951522,"Domestic animals, pets",0.38780016,Dog,0.32666916,"Canidae, dogs, wolves",0.1582444,Whimper (dog),0.10907179
ASUgGJpwlMs,"['Canidae, dogs, wolves', 'Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Music,0.31408158,Silence,0.14761792,Singing bowl,0.10200849,Howl,0.091638,Humming,0.06768577
yrpBzVXqs8g,"['Canidae, dogs, wolves', 'Bark', 'Howl', 'Yip', 'Bow-wow', 'Speech', 'Dog', 'Inside, small room']",Animal,0.7992753,"Domestic animals, pets",0.78304,Dog,0.7728967,Bark,0.3117011,Howl,0.29555872
o6MKemr9e4Y,"['Canidae, dogs, wolves', 'Domestic animals, pets', 'Howl', 'Speech', 'Dog', 'Animal']",Speech,0.2721017,Howl,0.114122495,"Domestic animals, pets",0.0941637,Dog,0.093223855,Animal,0.0731261
dvzwRooVGJI,['Howl'],Pour,0.18188849,"Trickle, dribble",0.16128108,Liquid,0.16024779,Water,0.10993087,Music,0.104398966
bDdf_ft5rb4,"['Canidae, dogs, wolves', 'Music', 'Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Music,0.4840158,Silence,0.1418145,Animal,0.108950816,Speech,0.09039605,Fowl,0.08590704
BQPk4cmN__4,"['Canidae, dogs, wolves', 'Bark', 'Domestic animals, pets', 'Howl', 'Bow-wow', 'Dog', 'Animal']",Animal,0.7444695,"Domestic animals, pets",0.7186894,Dog,0.6929608,Bark,0.36853004,Yip,0.20452456
MRnpKEhDQNE,"['Wild animals', 'Howl', 'Animal']",Siren,0.21447906,Alarm,0.19235688,Singing bowl,0.15405473,Music,0.13447702,Civil defense siren,0.102581166
bDdf_ft5rb4,"['Canidae, dogs, wolves', 'Music', 'Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Music,0.4840158,Silence,0.1418145,Animal,0.108950816,Speech,0.09039605,Fowl,0.08590704
Ik2nR__c03E,['Howl'],"Domestic animals, pets",0.87516135,Dog,0.8693676,Animal,0.8545033,Howl,0.506989,"Canidae, dogs, wolves",0.35288328
FIktp5ggvX4,"['Laughter', 'Canidae, dogs, wolves', 'Bark', 'Domestic animals, pets', 'Howl', 'Giggle', 'Bow-wow', 'Speech', 'Dog', 'Animal']","Domestic animals, pets",0.39707455,Animal,0.34963116,Dog,0.34138113,Speech,0.19225928,Howl,0.12063333
Nluf6HIYXXQ,"['Canidae, dogs, wolves', 'Howl', 'Animal']",Alarm,0.24717987,Siren,0.19064566,Whistle,0.1179349,Civil defense siren,0.08828153,Animal,0.07545698
Yx396qvohX8,"['Canidae, dogs, wolves', 'Bark', 'Domestic animals, pets', 'Howl', 'Bow-wow', 'Dog', 'Animal']",Dog,0.9081542,"Domestic animals, pets",0.9066831,Animal,0.8952676,Howl,0.60033846,"Canidae, dogs, wolves",0.39799663
IcHFJykCIro,"['Howl', 'Bow-wow']","Domestic animals, pets",0.27482373,Dog,0.2729795,Animal,0.26800287,Howl,0.1922433,Yip,0.122924365
Ik2nR__c03E,['Howl'],"Domestic animals, pets",0.87516135,Dog,0.8693676,Animal,0.8545033,Howl,0.506989,"Canidae, dogs, wolves",0.35288328
Ik2nR__c03E,['Howl'],"Domestic animals, pets",0.87516135,Dog,0.8693676,Animal,0.8545033,Howl,0.506989,"Canidae, dogs, wolves",0.35288328
wILfzGo6uV0,"['Howl', 'Animal']",Music,0.16648737,Animal,0.09667759,Mallet percussion,0.075303316,Glockenspiel,0.06929847,Alarm,0.06884617
XGAy4KObjNE,['Howl'],Animal,0.3761832,"Domestic animals, pets",0.35792327,Dog,0.35337144,Howl,0.35017163,"Canidae, dogs, wolves",0.22130203
qpNx57h9Ngw,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Animal,0.5500797,"Domestic animals, pets",0.525473,Dog,0.48911586,Howl,0.38982493,"Canidae, dogs, wolves",0.2678985
IcHFJykCIro,"['Howl', 'Bow-wow']","Domestic animals, pets",0.27482373,Dog,0.2729795,Animal,0.26800287,Howl,0.1922433,Yip,0.122924365
